Ticker,Harga (Rp),Harga MA20,Change (%),Volume,Vol Breakout,RSI (14D),Momentum,MA Signal,Status BB,Likuiditas,Total Score,Rekomendasi,Terakhir Update
RAFI,36.0,36,0.0,0,Normal,0,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:33
RANC,520.0,529,-0.9523809523809524,43000,Normal,48,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:33
RDTX,13800.0,13888,1.098901098901099,1400,Tembus MA20,43,Positif,Downtrend,Squeeze,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:33
REAL,50.0,50,0.0,85514500,Tembus MA20,43,Negatif,Downtrend,Squeeze,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:33
RIGS,690.0,683,-0.7194244604316548,79800,Normal,55,Negatif,Uptrend,Squeeze,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:33
ROCK,1780.0,1784,-2.197802197802198,47100,Tembus MA20,49,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:33
RODA,64.0,55,-1.5384615384615385,53198100,Tembus MA20,61,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:33
RONY,990.0,1019,3.125,13200,Normal,48,Positif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:33
ROTI,605.0,609,-0.819672131147541,183800,Normal,54,Negatif,Downtrend,Squeeze,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:33
RSGK,1050.0,1020,-4.545454545454546,6400,Normal,53,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:33
RUNS,66.0,71,-5.714285714285714,7012200,Tembus MA20,34,Negatif,Downtrend,Bottom Rebound,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:33
SAFE,368.0,334,3.3707865168539324,353500,Tembus MA20,70,Positif,Uptrend,Breakout Upper,< 1 Miliar,4,BELI,2026-07-15 16:50:33
SAMF,278.0,277,-1.4184397163120568,41900,Normal,51,Negatif,Uptrend,Squeeze,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:33
SBAT,1.0,1,0.0,0,Normal,0,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:33
SCCO,2290.0,2216,1.3274336283185841,55500,Tembus MA20,60,Positif,Uptrend,Normal,< 1 Miliar,4,BELI,2026-07-15 16:50:33
SDRA,206.0,208,0.9803921568627451,612800,Normal,40,Positif,Downtrend,Squeeze,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:33
SFAN,1965.0,1972,-0.5063291139240507,43900,Normal,46,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:33
SGRO,3070.0,2769,6.228373702422145,279100,Tembus MA20,64,Positif,Uptrend,Normal,< 1 Miliar,4,BELI,2026-07-15 16:50:33
SHID,560.0,586,0.0,30200,Normal,26,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:33
SHIP,1715.0,1679,0.0,11600,Normal,52,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:34
SICO,108.0,103,0.0,1252600,Normal,56,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:34
SILO,2190.0,2185,-0.45454545454545453,60300,Normal,47,Negatif,Uptrend,Squeeze,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
SINI,6625.0,7833,-9.863945578231291,2886200,Tembus MA20,38,Negatif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
SIPD,690.0,694,1.4705882352941175,25000,Tembus MA20,41,Positif,Downtrend,Squeeze,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:34
SKBM,620.0,537,-9.48905109489051,2834300,Tembus MA20,56,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:34
SKRN,376.0,354,-3.5897435897435894,390200,Tembus MA20,54,Negatif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:34
SMAR,5400.0,4902,3.8461538461538463,132400,Tembus MA20,70,Positif,Uptrend,Breakout Upper,< 1 Miliar,4,BELI,2026-07-15 16:50:34
SMCB,775.0,775,0.0,0,Normal,100,Negatif,Downtrend,Squeeze,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
SMDM,565.0,565,-0.8771929824561403,32200,Normal,53,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
SMMA,20700.0,21731,0.12091898428053204,3000,Normal,42,Positif,Downtrend,Bottom Rebound,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
SMMT,1805.0,1822,-0.5509641873278237,14400,Normal,49,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
SOFA,236.0,220,3.508771929824561,3219300,Normal,47,Positif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:34
SOHO,1200.0,1138,-1.2345679012345678,19600,Normal,49,Negatif,Uptrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
SONA,2270.0,2217,1.3392857142857142,12600,Normal,64,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:34
SOSS,875.0,831,-9.793814432989691,3400,Normal,51,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:34
SOTS,610.0,606,1.6666666666666667,53700,Normal,45,Positif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:34
SOUL,37.0,38,0.0,0,Normal,44,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
SPTO,590.0,565,0.8547008547008548,783800,Tembus MA20,74,Positif,Uptrend,Normal,< 1 Miliar,4,BELI,2026-07-15 16:50:34
SRAJ,11000.0,10946,-5.172413793103448,10700,Normal,45,Negatif,Uptrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
SSTM,380.0,391,-0.5235602094240838,44700,Normal,39,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
STTP,9750.0,9883,0.0,600,Normal,45,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
SUNI,600.0,617,0.0,326400,Tembus MA20,35,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
SUPR,43850.0,43850,0.0,0,Normal,0,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
SURE,2750.0,2859,-0.36231884057971014,3700,Normal,47,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
SWAT,16.0,16,0.0,0,Normal,0,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
SWID,93.0,89,2.197802197802198,960500,Normal,57,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:34
TALF,610.0,615,2.5210084033613445,23700,Normal,46,Positif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
TAYS,50.0,50,0.0,0,Normal,8,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
TBIG,1455.0,1414,1.0416666666666665,695000,Normal,56,Positif,Uptrend,Squeeze,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:34
TBMS,1230.0,1218,1.2345679012345678,28900,Tembus MA20,52,Positif,Uptrend,Squeeze,< 1 Miliar,4,BELI,2026-07-15 16:50:34
TCID,2720.0,2770,-0.7299270072992701,7200,Normal,43,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
TEBE,1010.0,1007,0.0,222600,Normal,50,Negatif,Uptrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
TELE,9.0,9,0.0,0,Normal,0,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
TFCO,790.0,648,9.722222222222223,2400,Tembus MA20,71,Positif,Uptrend,Breakout Upper,< 1 Miliar,4,BELI,2026-07-15 16:50:34
TGKA,4730.0,4851,-3.861788617886179,4200,Tembus MA20,45,Negatif,Downtrend,Squeeze,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
TGRA,27.0,27,0.0,0,Normal,0,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
TGUK,137.0,137,0.0,0,Normal,0,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
TIFA,236.0,242,-2.479338842975207,10200,Normal,41,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
TIRA,510.0,601,2.0,643000,Normal,30,Positif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
TIRT,590.0,607,0.0,0,Normal,59,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
TLDN,510.0,510,-1.9230769230769231,643100,Normal,48,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
TOPS,1.0,1,0.0,0,Normal,0,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
TOTO,240.0,235,0.0,843100,Tembus MA20,61,Negatif,Uptrend,Squeeze,< 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:34
TOYS,8.0,8,0.0,0,Normal,0,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
TRIM,570.0,559,0.8849557522123894,90600,Normal,57,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:34
TRUK,422.0,416,0.9569377990430622,204400,Normal,52,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:34
TSPC,2520.0,2486,1.6129032258064515,613000,Tembus MA20,59,Positif,Uptrend,Squeeze,> 1 Miliar,4,BELI,2026-07-15 16:50:34
UANG,2470.0,2262,0.8163265306122449,281100,Tembus MA20,54,Positif,Uptrend,Normal,< 1 Miliar,4,BELI,2026-07-15 16:50:34
UCID,380.0,371,0.0,195400,Normal,58,Negatif,Uptrend,Squeeze,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:34
ULTJ,1415.0,1359,0.7117437722419928,1833500,Tembus MA20,56,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:34
UNIC,12425.0,12463,0.0,36000,Tembus MA20,49,Negatif,Downtrend,Squeeze,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
UNSP,206.0,209,0.0,0,Normal,38,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
URBN,228.0,209,-0.8695652173913043,712600,Tembus MA20,64,Negatif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:34
VICI,615.0,608,-1.6,424500,Normal,54,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:34
WEGE,50.0,50,0.0,206600,Normal,33,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
WICO,123.0,123,0.0,0,Normal,0,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
WIKA,204.0,204,0.0,0,Normal,0,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
WOOD,202.0,210,4.66321243523316,6584400,Tembus MA20,42,Positif,Downtrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:34
WSBP,14.0,14,0.0,0,Normal,45,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
YPAS,600.0,620,0.8403361344537815,16100,Normal,44,Positif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
YULE,3350.0,3352,0.0,1700,Normal,52,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
YUPI,1330.0,1356,-0.37453183520599254,99900,Normal,48,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
ZATA,50.0,51,0.0,0,Normal,33,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
ZBRA,50.0,50,0.0,0,Normal,0,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
ZINC,30.0,30,0.0,0,Normal,0,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
ZONE,520.0,559,-0.9523809523809524,62800,Normal,52,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
ZYRX,128.0,130,0.0,665700,Tembus MA20,45,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:34
TRUE,50.0,53,0.0,0,Normal,26,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:34
